,skill,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,source,skills_multi,word_count,tags,primary_tag,ideal_answer_available,bert_score,tfidf_score
768,Python,Medium,What is the difference between a list and a NumPy array?,"Python lists can hold elements of different types and support dynamic resizing. NumPy arrays are homogeneous (single data type), fixed size, and stored in contiguous memory. NumPy arrays support vectorized operations — arithmetic applied element-wise without loops. NumPy is 10-100x faster for numerical computing than Python lists.","Python lists can hold elements of different types and support dynamic resizing. NumPy arrays are homogeneous (single data type), fixed size, and stored in contiguous memory. NumPy arrays support vectorized operations — arithmetic applied element-wise without loops. NumPy is 10-100x faster for numerical computing than Python lists.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,47,"['python-core', 'syntax']",python-core,1,1.0,1.0
769,Python,Medium,What is the difference between a list and a NumPy array?,"Python lists can hold elements of different types and support dynamic resizing. NumPy arrays are homogeneous (single data type), fixed size, and stored in contiguous memory. NumPy arrays support vectorized operations — arithmetic applied element-wise without loops. NumPy is 10-100x faster for numerical computing than Python lists.","Python lists can hold elements of different types and support dynamic resizing. NumPy arrays are homogeneous (single data type),. There are additional aspects to consider.",Average,0.5,0.42,0.46,python_curated,Python,25,"['python-core', 'syntax']",python-core,1,0.93234092,0.5543389971
770,Python,Medium,What is the difference between a list and a NumPy array?,"Python lists can hold elements of different types and support dynamic resizing. NumPy arrays are homogeneous (single data type), fixed size, and stored in contiguous memory. NumPy arrays support vectorized operations — arithmetic applied element-wise without loops. NumPy is 10-100x faster for numerical computing than Python lists.",Python lists can hold elements of different.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.6275410056,0.32639687230000003
771,Python,Medium,What is broadcasting in NumPy?,"Broadcasting allows NumPy to perform arithmetic operations between arrays of different shapes without explicitly copying data. The smaller array is virtually expanded to match the shape of the larger array. Rules: dimensions are compared from trailing end, sizes must either match or one must be 1. Enables efficient matrix operations.","Broadcasting allows NumPy to perform arithmetic operations between arrays of different shapes without explicitly copying data. The smaller array is virtually expanded to match the shape of the larger array. Rules: dimensions are compared from trailing end, sizes must either match or one must be 1. Enables efficient matrix operations.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,50,"['python-core', 'syntax']",python-core,1,1.0000001192,1.0
772,Python,Medium,What is broadcasting in NumPy?,"Broadcasting allows NumPy to perform arithmetic operations between arrays of different shapes without explicitly copying data. The smaller array is virtually expanded to match the shape of the larger array. Rules: dimensions are compared from trailing end, sizes must either match or one must be 1. Enables efficient matrix operations.",Broadcasting allows NumPy to perform arithmetic operations between arrays of different shapes without explicitly copying data. The smaller array is virtually. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,27,"['python-core', 'syntax']",python-core,1,0.9478259683,0.5123786623000001
773,Python,Medium,What is broadcasting in NumPy?,"Broadcasting allows NumPy to perform arithmetic operations between arrays of different shapes without explicitly copying data. The smaller array is virtually expanded to match the shape of the larger array. Rules: dimensions are compared from trailing end, sizes must either match or one must be 1. Enables efficient matrix operations.",Broadcasting allows NumPy to perform arithmetic operations.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.8386874199000001,0.3563571862
774,Python,Medium,What is a closure in Python?,A closure is a nested function that retains access to variables from its enclosing scope even after the outer function has returned. The inner function remembers the enclosing environment. Used to create function factories and implement data hiding. Example: def make_multiplier(n): def multiply(x): return x*n; return multiply.,A closure is a nested function that retains access to variables from its enclosing scope even after the outer function has returned. The inner function remembers the enclosing environment. Used to create function factories and implement data hiding. Example: def make_multiplier(n): def multiply(x): return x*n; return multiply.,Good,0.87,0.8300000000000001,0.85,python_curated,Python,47,"['python-core', 'syntax']",python-core,1,1.0,1.0
775,Python,Medium,What is a closure in Python?,A closure is a nested function that retains access to variables from its enclosing scope even after the outer function has returned. The inner function remembers the enclosing environment. Used to create function factories and implement data hiding. Example: def make_multiplier(n): def multiply(x): return x*n; return multiply.,A closure is a nested function that retains access to variables from its enclosing scope even after the outer. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,25,"['python-core', 'syntax']",python-core,1,0.8382607698000001,0.3900874248
776,Python,Medium,What is a closure in Python?,A closure is a nested function that retains access to variables from its enclosing scope even after the outer function has returned. The inner function remembers the enclosing environment. Used to create function factories and implement data hiding. Example: def make_multiplier(n): def multiply(x): return x*n; return multiply.,A closure is a nested function that.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.7277270555,0.3798093067
777,Python,Medium,What is the difference between is and == in Python?,"== compares values — checks if two objects have the same content. is compares identity — checks if two variables reference the exact same object in memory. Example: a = [1,2]; b = [1,2]; a == b is True but a is b is False. For small integers and string literals Python caches objects so is may unexpectedly return True.","== compares values — checks if two objects have the same content. is compares identity — checks if two variables reference the exact same object in memory. Example: a = [1,2]; b = [1,2]; a == b is True but a is b is False. For small integers and string literals Python caches objects so is may unexpectedly return True.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,60,"['python-core', 'syntax']",python-core,1,0.9999999404000001,1.0
778,Python,Medium,What is the difference between is and == in Python?,"== compares values — checks if two objects have the same content. is compares identity — checks if two variables reference the exact same object in memory. Example: a = [1,2]; b = [1,2]; a == b is True but a is b is False. For small integers and string literals Python caches objects so is may unexpectedly return True.",== compares values — checks if two objects have the same content. is compares identity — checks if two variables reference the exact same object. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,31,"['python-core', 'syntax']",python-core,1,0.8244007826,0.5206156201000001
779,Python,Medium,What is the difference between is and == in Python?,"== compares values — checks if two objects have the same content. is compares identity — checks if two variables reference the exact same object in memory. Example: a = [1,2]; b = [1,2]; a == b is True but a is b is False. For small integers and string literals Python caches objects so is may unexpectedly return True.",== compares values — checks if two.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.6905244589,0.37780268640000003
780,Python,Medium,What are context managers and the with statement?,Context managers manage resource acquisition and release automatically. The with statement ensures cleanup happens even if exceptions occur. Example: with open('file.txt') as f: guarantees file is closed. Implemented using __enter__ and __exit__ methods. Can create custom context managers using contextlib.contextmanager decorator.,Context managers manage resource acquisition and release automatically. The with statement ensures cleanup happens even if exceptions occur. Example: with open('file.txt') as f: guarantees file is closed. Implemented using __enter__ and __exit__ methods. Can create custom context managers using contextlib.contextmanager decorator.,Good,0.87,0.8300000000000001,0.85,python_curated,Python,41,"['python-core', 'syntax']",python-core,1,0.9999999404000001,1.0
781,Python,Medium,What are context managers and the with statement?,Context managers manage resource acquisition and release automatically. The with statement ensures cleanup happens even if exceptions occur. Example: with open('file.txt') as f: guarantees file is closed. Implemented using __enter__ and __exit__ methods. Can create custom context managers using contextlib.contextmanager decorator.,Context managers manage resource acquisition and release automatically. The with statement ensures cleanup happens even if exceptions. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,23,"['python-core', 'syntax']",python-core,1,0.8029218316000001,0.41517384760000003
782,Python,Medium,What are context managers and the with statement?,Context managers manage resource acquisition and release automatically. The with statement ensures cleanup happens even if exceptions occur. Example: with open('file.txt') as f: guarantees file is closed. Implemented using __enter__ and __exit__ methods. Can create custom context managers using contextlib.contextmanager decorator.,Context managers manage resource acquisition and release.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.6122483611,0.3923700967
783,Python,Medium,What is Pandas DataFrame?,"A DataFrame is a two-dimensional labeled data structure in Pandas with rows and columns, similar to a SQL table or Excel spreadsheet. Created from dicts, lists, CSV files, or databases. Key operations: df.head(), df.describe(), df[col], df.loc[], df.iloc[], df.groupby(), df.merge(), df.fillna(), df.dropna().","A DataFrame is a two-dimensional labeled data structure in Pandas with rows and columns, similar to a SQL table or Excel spreadsheet. Created from dicts, lists, CSV files, or databases. Key operations: df.head(), df.describe(), df[col], df.loc[], df.iloc[], df.groupby(), df.merge(), df.fillna(), df.dropna().",Good,0.87,0.8300000000000001,0.85,python_curated,Python,41,"['python-core', 'syntax']",python-core,1,1.0,1.0
784,Python,Medium,What is Pandas DataFrame?,"A DataFrame is a two-dimensional labeled data structure in Pandas with rows and columns, similar to a SQL table or Excel spreadsheet. Created from dicts, lists, CSV files, or databases. Key operations: df.head(), df.describe(), df[col], df.loc[], df.iloc[], df.groupby(), df.merge(), df.fillna(), df.dropna().","A DataFrame is a two-dimensional labeled data structure in Pandas with rows and columns, similar to a. There are additional aspects to consider.",Average,0.5,0.42,0.46,python_curated,Python,23,"['python-core', 'syntax']",python-core,1,0.8549283147000001,0.1613276874
785,Python,Medium,What is Pandas DataFrame?,"A DataFrame is a two-dimensional labeled data structure in Pandas with rows and columns, similar to a SQL table or Excel spreadsheet. Created from dicts, lists, CSV files, or databases. Key operations: df.head(), df.describe(), df[col], df.loc[], df.iloc[], df.groupby(), df.merge(), df.fillna(), df.dropna().",A DataFrame is a two-dimensional labeled data.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.7670958638,0.1369139936
786,Python,Medium,What is the difference between loc and iloc in Pandas?,"loc is label-based indexing — selects rows and columns by their labels or boolean arrays. iloc is integer position-based indexing — selects by integer position (0-indexed). Example: df.loc['row_label', 'col_label'] vs df.iloc[0, 1]. loc is inclusive of the endpoint, iloc is exclusive like Python slice notation.","loc is label-based indexing — selects rows and columns by their labels or boolean arrays. iloc is integer position-based indexing — selects by integer position (0-indexed). Example: df.loc['row_label', 'col_label'] vs df.iloc[0, 1]. loc is inclusive of the endpoint, iloc is exclusive like Python slice notation.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,45,"['python-core', 'syntax']",python-core,1,1.0000001192,1.0
787,Python,Medium,What is the difference between loc and iloc in Pandas?,"loc is label-based indexing — selects rows and columns by their labels or boolean arrays. iloc is integer position-based indexing — selects by integer position (0-indexed). Example: df.loc['row_label', 'col_label'] vs df.iloc[0, 1]. loc is inclusive of the endpoint, iloc is exclusive like Python slice notation.",loc is label-based indexing — selects rows and columns by their labels or boolean arrays. iloc is integer. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,24,"['python-core', 'syntax']",python-core,1,0.8853853941000001,0.529769111
788,Python,Medium,What is the difference between loc and iloc in Pandas?,"loc is label-based indexing — selects rows and columns by their labels or boolean arrays. iloc is integer position-based indexing — selects by integer position (0-indexed). Example: df.loc['row_label', 'col_label'] vs df.iloc[0, 1]. loc is inclusive of the endpoint, iloc is exclusive like Python slice notation.",loc is label-based indexing — selects rows.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.7646266818,0.4581251001
789,Python,Medium,How do you handle missing data in Pandas?,"df.isnull() detects missing values. df.dropna() removes rows or columns with missing values. df.fillna(value) fills missing values with a specified value, mean, median, or forward/backward fill. df.interpolate() fills using interpolation. Choose based on data type and whether missing values are random or systematic.","df.isnull() detects missing values. df.dropna() removes rows or columns with missing values. df.fillna(value) fills missing values with a specified value, mean, median, or forward/backward fill. df.interpolate() fills using interpolation. Choose based on data type and whether missing values are random or systematic.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,42,"['python-core', 'syntax']",python-core,1,1.0000001192,1.0
790,Python,Medium,How do you handle missing data in Pandas?,"df.isnull() detects missing values. df.dropna() removes rows or columns with missing values. df.fillna(value) fills missing values with a specified value, mean, median, or forward/backward fill. df.interpolate() fills using interpolation. Choose based on data type and whether missing values are random or systematic.",df.isnull() detects missing values. df.dropna() removes rows or columns with missing values. df.fillna(value) fills missing values with. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,23,"['python-core', 'syntax']",python-core,1,0.9186689854000001,0.7623617834
791,Python,Medium,How do you handle missing data in Pandas?,"df.isnull() detects missing values. df.dropna() removes rows or columns with missing values. df.fillna(value) fills missing values with a specified value, mean, median, or forward/backward fill. df.interpolate() fills using interpolation. Choose based on data type and whether missing values are random or systematic.",df.isnull() detects missing values. df.dropna() removes rows.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.8716719151000001,0.6318861760000001
792,Python,Medium,What is the groupby function in Pandas?,"groupby splits a DataFrame into groups based on one or more columns, applies an aggregate function, and combines results. Pattern: split-apply-combine. Example: df.groupby('department')['salary'].mean() computes mean salary per department. Aggregate functions: sum, mean, count, max, min, std. Can apply custom functions with agg().","groupby splits a DataFrame into groups based on one or more columns, applies an aggregate function, and combines results. Pattern: split-apply-combine. Example: df.groupby('department')['salary'].mean() computes mean salary per department. Aggregate functions: sum, mean, count, max, min, std. Can apply custom functions with agg().",Good,0.87,0.8300000000000001,0.85,python_curated,Python,42,"['python-core', 'syntax']",python-core,1,0.9999998808,1.0
793,Python,Medium,What is the groupby function in Pandas?,"groupby splits a DataFrame into groups based on one or more columns, applies an aggregate function, and combines results. Pattern: split-apply-combine. Example: df.groupby('department')['salary'].mean() computes mean salary per department. Aggregate functions: sum, mean, count, max, min, std. Can apply custom functions with agg().","groupby splits a DataFrame into groups based on one or more columns, applies an aggregate function, and. There are additional aspects to consider.",Average,0.5,0.42,0.46,python_curated,Python,23,"['python-core', 'syntax']",python-core,1,0.7878162861,0.2936475618
794,Python,Medium,What is the groupby function in Pandas?,"groupby splits a DataFrame into groups based on one or more columns, applies an aggregate function, and combines results. Pattern: split-apply-combine. Example: df.groupby('department')['salary'].mean() computes mean salary per department. Aggregate functions: sum, mean, count, max, min, std. Can apply custom functions with agg().",groupby splits a DataFrame into groups based.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.6446454525,0.2672074188
795,Python,Hard,What is metaclass in Python?,"A metaclass is a class of a class — it controls how classes are created. Every class in Python is an instance of its metaclass (by default type). Custom metaclasses allow you to customize class creation behavior, enforce coding standards, or add class-level attributes automatically. Used in ORMs like Django's models.","A metaclass is a class of a class — it controls how classes are created. Every class in Python is an instance of its metaclass (by default type). Custom metaclasses allow you to customize class creation behavior, enforce coding standards, or add class-level attributes automatically. Used in ORMs like Django's models.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,51,"['python-core', 'syntax']",python-core,1,0.9999999404000001,1.0
796,Python,Hard,What is metaclass in Python?,"A metaclass is a class of a class — it controls how classes are created. Every class in Python is an instance of its metaclass (by default type). Custom metaclasses allow you to customize class creation behavior, enforce coding standards, or add class-level attributes automatically. Used in ORMs like Django's models.",A metaclass is a class of a class — it controls how classes are created. Every class in Python is an. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,27,"['python-core', 'syntax']",python-core,1,0.9339277148,0.5451094061
797,Python,Hard,What is metaclass in Python?,"A metaclass is a class of a class — it controls how classes are created. Every class in Python is an instance of its metaclass (by default type). Custom metaclasses allow you to customize class creation behavior, enforce coding standards, or add class-level attributes automatically. Used in ORMs like Django's models.",A metaclass is a class of a.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.7041351199,0.5590765269
798,Python,Hard,What is method resolution order (MRO) in Python?,MRO determines the order in which Python searches for methods and attributes in class hierarchies with multiple inheritance. Python uses the C3 linearization algorithm. View MRO with ClassName.__mro__ or ClassName.mro(). The super() function follows MRO. Diamond problem is resolved through MRO ensuring each class appears only once.,MRO determines the order in which Python searches for methods and attributes in class hierarchies with multiple inheritance. Python uses the C3 linearization algorithm. View MRO with ClassName.__mro__ or ClassName.mro(). The super() function follows MRO. Diamond problem is resolved through MRO ensuring each class appears only once.,Good,0.87,0.8300000000000001,0.85,python_curated,Python,47,"['python-core', 'syntax']",python-core,1,1.0,1.0
799,Python,Hard,What is method resolution order (MRO) in Python?,MRO determines the order in which Python searches for methods and attributes in class hierarchies with multiple inheritance. Python uses the C3 linearization algorithm. View MRO with ClassName.__mro__ or ClassName.mro(). The super() function follows MRO. Diamond problem is resolved through MRO ensuring each class appears only once.,MRO determines the order in which Python searches for methods and attributes in class hierarchies with multiple inheritance. Python. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,25,"['python-core', 'syntax']",python-core,1,0.8222373128,0.48646770980000004
800,Python,Hard,What is method resolution order (MRO) in Python?,MRO determines the order in which Python searches for methods and attributes in class hierarchies with multiple inheritance. Python uses the C3 linearization algorithm. View MRO with ClassName.__mro__ or ClassName.mro(). The super() function follows MRO. Diamond problem is resolved through MRO ensuring each class appears only once.,MRO determines the order in which Python.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.6174070835000001,0.4843772249
801,Python,Hard,What is asyncio in Python?,"asyncio is Python's library for asynchronous I/O using an event loop. async def defines a coroutine. await pauses execution until the awaited coroutine completes without blocking the event loop. Enables concurrent I/O operations without threading or multiprocessing. asyncio.gather() runs multiple coroutines concurrently. Used for web scraping, APIs, and network applications.","asyncio is Python's library for asynchronous I/O using an event loop. async def defines a coroutine. await pauses execution until the awaited coroutine completes without blocking the event loop. Enables concurrent I/O operations without threading or multiprocessing. asyncio.gather() runs multiple coroutines concurrently. Used for web scraping, APIs, and network applications.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,50,"['python-core', 'syntax']",python-core,1,1.0,1.0
802,Python,Hard,What is asyncio in Python?,"asyncio is Python's library for asynchronous I/O using an event loop. async def defines a coroutine. await pauses execution until the awaited coroutine completes without blocking the event loop. Enables concurrent I/O operations without threading or multiprocessing. asyncio.gather() runs multiple coroutines concurrently. Used for web scraping, APIs, and network applications.",asyncio is Python's library for asynchronous I/O using an event loop. async def defines a coroutine. await pauses execution until the. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,27,"['python-core', 'syntax']",python-core,1,0.9149873257000001,0.5059045329
803,Python,Hard,What is asyncio in Python?,"asyncio is Python's library for asynchronous I/O using an event loop. async def defines a coroutine. await pauses execution until the awaited coroutine completes without blocking the event loop. Enables concurrent I/O operations without threading or multiprocessing. asyncio.gather() runs multiple coroutines concurrently. Used for web scraping, APIs, and network applications.",asyncio is Python's library for asynchronous I/O.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.8293944597,0.2759734564
804,Python,Hard,What are Python descriptors?,"Descriptors are objects that implement __get__, __set__, or __delete__ methods. They customize attribute access in classes. Data descriptors implement __set__ or __delete__ and take precedence over instance __dict__. Non-data descriptors only implement __get__. Properties are built on descriptors. Used in ORMs and validation frameworks.","Descriptors are objects that implement __get__, __set__, or __delete__ methods. They customize attribute access in classes. Data descriptors implement __set__ or __delete__ and take precedence over instance __dict__. Non-data descriptors only implement __get__. Properties are built on descriptors. Used in ORMs and validation frameworks.",Good,0.87,0.8300000000000001,0.85,python_curated,Python,44,"['python-core', 'syntax']",python-core,1,1.0,1.0
805,Python,Hard,What are Python descriptors?,"Descriptors are objects that implement __get__, __set__, or __delete__ methods. They customize attribute access in classes. Data descriptors implement __set__ or __delete__ and take precedence over instance __dict__. Non-data descriptors only implement __get__. Properties are built on descriptors. Used in ORMs and validation frameworks.","Descriptors are objects that implement __get__, __set__, or __delete__ methods. They customize attribute access in classes. Data descriptors. There are additional aspects to consider.",Average,0.5,0.42,0.46,python_curated,Python,24,"['python-core', 'syntax']",python-core,1,0.94315207,0.6688989184
806,Python,Hard,What are Python descriptors?,"Descriptors are objects that implement __get__, __set__, or __delete__ methods. They customize attribute access in classes. Data descriptors implement __set__ or __delete__ and take precedence over instance __dict__. Non-data descriptors only implement __get__. Properties are built on descriptors. Used in ORMs and validation frameworks.","Descriptors are objects that implement __get__, __set__,.",Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.8584393263000001,0.6021389843
807,Python,Hard,What is memoization in Python?,Memoization caches the results of expensive function calls and returns the cached result when the same inputs occur again. Avoids redundant computation especially in recursive functions. Implement with a dictionary or use functools.lru_cache decorator. Example: @lru_cache(maxsize=None) on a recursive Fibonacci function reduces complexity from O(2^n) to O(n).,Memoization caches the results of expensive function calls and returns the cached result when the same inputs occur again. Avoids redundant computation especially in recursive functions. Implement with a dictionary or use functools.lru_cache decorator. Example: @lru_cache(maxsize=None) on a recursive Fibonacci function reduces complexity from O(2^n) to O(n).,Good,0.87,0.8300000000000001,0.85,python_curated,Python,47,"['python-core', 'syntax']",python-core,1,1.0,1.0
808,Python,Hard,What is memoization in Python?,Memoization caches the results of expensive function calls and returns the cached result when the same inputs occur again. Avoids redundant computation especially in recursive functions. Implement with a dictionary or use functools.lru_cache decorator. Example: @lru_cache(maxsize=None) on a recursive Fibonacci function reduces complexity from O(2^n) to O(n).,Memoization caches the results of expensive function calls and returns the cached result when the same inputs occur again.. There are additional aspects to consider.,Average,0.5,0.42,0.46,python_curated,Python,25,"['python-core', 'syntax']",python-core,1,0.7311009169,0.3783481475
809,Python,Hard,What is memoization in Python?,Memoization caches the results of expensive function calls and returns the cached result when the same inputs occur again. Avoids redundant computation especially in recursive functions. Implement with a dictionary or use functools.lru_cache decorator. Example: @lru_cache(maxsize=None) on a recursive Fibonacci function reduces complexity from O(2^n) to O(n).,Memoization caches the results of expensive function.,Poor,0.07,0.07,0.05,python_curated,Python,7,"['python-core', 'syntax']",python-core,1,0.7235015631,0.3320937979
810,ML,Medium,"Give a definition for the term ""artificial neural network"" and mention, how it resembles the human brain!","A neural network is a massively parallel distributed processor which is made up of simple processing units. It has a natural propensity for storing experiential knowledge. Neural networks resemble the brain in two aspects; knowledge is acquired by the network from its environment through a learning process, interneuron connection strength known as synaptic weights are used to store the acquired knowledge.","Artificial neural network is a massively distributed parallel processor which is composed of simple processing units called neurons, which have the natural propensity for storing experiential information and making it available for use. It resembles the human brain in the following aspects. - Knowledge is acquired by the network from its environment through a learning process. - Synaptic links are used to store the acquired knowledge.",Good,0.97,0.26,0.96,combined,ML,66,"['supervised-learning', 'model-training']",supervised-learning,1,0.8928676844000001,0.6391804867
811,ML,Medium,"Give a definition for the term ""artificial neural network"" and mention, how it resembles the human brain!","A neural network is a massively parallel distributed processor which is made up of simple processing units. It has a natural propensity for storing experiential knowledge. Neural networks resemble the brain in two aspects; knowledge is acquired by the network from its environment through a learning process, interneuron connection strength known as synaptic weights are used to store the acquired knowledge.","A massively distributed processor, consisting of single processing units that have a natural prospensity of storing experimental knowledge and making it available for use.",Average,0.74,0.11,0.54,combined,ML,24,"['supervised-learning', 'model-training']",supervised-learning,1,0.5681940317,0.2435520724
812,ML,Medium,"When learning using steepest descent, explain the role of the learning rate? What is a danger?","Learning rate controls the speed of the convergence. When the learning rate is low, the convergence is overdamped and slow. When the learning rate is high, the convergence is underdamped and follows a zigzagging path. When the learning rate exceeds a critical value learning becomes unstable.","Learning rate controls the speed of the descent. When learning rate is low, the weight updation is overdamped and convergence is slow. When the learning rate is high, the weight updation is underdamped and a zigzagging behaviour is exhibited in the weight space. When the learning rate is too large, learning becomes unstable.",Good,0.89,0.27,0.78,combined,ML,53,"['supervised-learning', 'model-training']",supervised-learning,1,0.8429465890000001,0.6864221526000001
813,ML,Medium,"When learning using steepest descent, explain the role of the learning rate? What is a danger?","Learning rate controls the speed of the convergence. When the learning rate is low, the convergence is overdamped and slow. When the learning rate is high, the convergence is underdamped and follows a zigzagging path. When the learning rate exceeds a critical value learning becomes unstable.","If learning rate is to large, then proccess will oscillate a lot and might not converge. If learning rate is to small, then convergance will happen very slowly",Average,0.78,0.12,0.47000000000000003,combined,ML,28,"['supervised-learning', 'model-training']",supervised-learning,1,0.7249597311,0.3813371309
814,ML,Medium,Assume you want to binary classify linear separable data point using a perceptron. Write down the learning algorithm in pseudo code!,"Label the data with positive and negative (+/-) labels, initialize the weights randomly, apply (simplified) update rule: Dw = eta*x(n) if <= 0, repeat on all epochs till the weights don’t change much. The algorithm will converge as the data is linearly separable.",Initialize as many random weights as the dimension of the data points For each data point: if the output matches the desired output do nothing else: change the weights in the direction of the datapoint so that the datapoint is classified correctly end if end for if some weight was changed: start again with the for loop end if,Average,0.78,0.27,0.30000000000000004,combined,ML,59,"['supervised-learning', 'model-training']",supervised-learning,1,0.653116703,0.1742885947
815,ML,Medium,Assume you want to binary classify linear separable data point using a perceptron. Write down the learning algorithm in pseudo code!,"Label the data with positive and negative (+/-) labels, initialize the weights randomly, apply (simplified) update rule: Dw = eta*x(n) if <= 0, repeat on all epochs till the weights don’t change much. The algorithm will converge as the data is linearly separable.",pick random decision boundary while one of data points is in wrong class turn decision boundary by using vector of wrong data point (negative rule or positive),Average,0.65,0.17,0.43,combined,ML,27,"['supervised-learning', 'model-training']",supervised-learning,1,0.3599792719,0.1445035462
816,ML,Medium,Assume you want to binary classify linear separable data point using a perceptron. Write down the learning algorithm in pseudo code!,"Label the data with positive and negative (+/-) labels, initialize the weights randomly, apply (simplified) update rule: Dw = eta*x(n) if <= 0, repeat on all epochs till the weights don’t change much. The algorithm will converge as the data is linearly separable.",1. Compute the initial weights for all input vector 2. Apply matrix multiplication from input to weight vector 3. Apply linear combiner 4. Apply activation function to produce the output 5. Compute the error 6. Update weights,Poor,0.74,0.25,0.29,combined,ML,37,"['supervised-learning', 'model-training']",supervised-learning,1,0.4186773002,0.144696514
817,ML,Hard,What is a convolutional neural network (CNN)?,"CNNs are specialized neural networks for image processing. Key components: convolutional layers (apply learnable filters to detect features like edges, textures), pooling layers (reduce spatial dimensions, provide translation invariance), fully connected layers (classification). Feature maps capture spatial hierarchies. Used for image classification, object detection, and segmentation.","CNNs are specialized neural networks for image processing. Key components: convolutional layers (apply learnable filters to detect features like edges, textures), pooling layers (reduce spatial dimensions, provide translation invariance), fully connected layers (classification). Feature maps capture spatial hierarchies. Used for image classification, object detection, and segmentation.",Good,0.87,0.8300000000000001,0.85,ml_curated,ML,46,"['supervised-learning', 'model-training']",supervised-learning,1,1.0,1.0
818,ML,Hard,What is a convolutional neural network (CNN)?,"CNNs are specialized neural networks for image processing. Key components: convolutional layers (apply learnable filters to detect features like edges, textures), pooling layers (reduce spatial dimensions, provide translation invariance), fully connected layers (classification). Feature maps capture spatial hierarchies. Used for image classification, object detection, and segmentation.",CNNs are specialized neural networks for image processing. Key components: convolutional layers (apply learnable filters to detect features like. There are additional aspects to consider.,Average,0.5,0.42,0.46,ml_curated,ML,25,"['supervised-learning', 'model-training']",supervised-learning,1,0.9283845425,0.4583851036
819,ML,Hard,What is a convolutional neural network (CNN)?,"CNNs are specialized neural networks for image processing. Key components: convolutional layers (apply learnable filters to detect features like edges, textures), pooling layers (reduce spatial dimensions, provide translation invariance), fully connected layers (classification). Feature maps capture spatial hierarchies. Used for image classification, object detection, and segmentation.",CNNs are specialized neural networks for image.,Poor,0.07,0.07,0.05,ml_curated,ML,7,"['supervised-learning', 'model-training']",supervised-learning,1,0.7869401574,0.2726006503
820,ML,Medium,"Define: Echo State Network (ESN), how are they different to FF NNs?",Echo State Network is a type of Recurrent Neural Network and has at least one cyclic (feedback) connection. Only the weights of the output layers are updated while learning. ESN consists of feedback connections while a FF NN does not. ESN can approximate dynamic systems while FF NN cannot.,An ESN is a recurrent neural network with many layers and fixed weights. There are several differences. An ESN has a cycle that means witin the network there are backwarded connections. Withn a FF NN there are only feedforwad connections. Within a FF NN all weights are trained. Within an ESN only output weights are trained. An ESN can produce an output without any input. A FF NN needs an input to produce an output.,Average,0.88,0.34,0.53,combined,ML,75,"['supervised-learning', 'model-training']",supervised-learning,1,0.750934124,0.4676742209
