skill,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,source,skills_multi,word_count
ML,Medium,"What are three items to be learned for an RBF network? Difference to other NNs, Pros/cons?","Three items to be learned are centers, weights, and biases. RBFN consists of a single hidden layer and a linear output layer. NN can have multiple hidden layers and a linear or non-linear output layer. Pros: RBFN is a universal approximator and it is easy to add more centers. Con: The bias is not unique.","data varaince Features RBF uses suport vector machine which is classifier. it uses different kernels , it doesnot have feedback cycle. it also classifies non linear classification problem. it mainly works with 2 classes C1 ,C2. other NN is can also reggression and there can be feedback (RNN)",Poor,0.71,0.25,0.11,combined,ML,48
ML,Hard,How do you decide what research problem to work on? Walk me through your process for identifying promising research directions.,Research direction selection is arguably the most important skill for a researcher—working on the wrong problem means even excellent execution yields limited impact. Here's how I think about it: --The Three Lenses I evaluate potential research directions through three lenses: 1. Importance: Does solving this matter? What's the downstream impact if this problem is solved? Who cares about this problem? (Researchers? Practitioners? Society?) Is this a bottleneck for other progress? A problem can be,Research direction selection is arguably the most important.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,"Describe how learning based on k-nearest neighbors works, use pseudo code!","Add the new data to the members of colored or classified old data, construct a sphere with k nearest data points, find the class or color which has the maximum vote and assign the new data to the class which has the maximum vote in an unsupervised manner.",1. Slect random number of neghbourhood initially 2. Find out the input which is nearest to the weight vector using competitive learning 3. Change only the input which wins 4. decrease the size of neighbourhood 5. Repeat,Poor,0.62,0.24,0.14,combined,ML,37
ML,Hard,"You need to engineer features for a massive dataset—billions of rows, thousands of raw features. How do you approach feature engineering at scale while maintaining quality and iteration speed?","Feature engineering at scale is about balancing three competing goals: expressiveness (rich features), efficiency (fast computation), and maintainability (easy to update and debug). The key insight is that most features aren't equally valuable—you need systematic ways to find the high-impact ones. --Framework for Scalable Feature Engineering Phase 1: Feature Understanding & Prioritization Before building anything, understand what you're working with: Data profiling: Distributions, missing values",Feature engineering at scale is about balancing three.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,"What are three items to be learned for an RBF network? Difference to other NNs, Pros/cons?","Three items to be learned are centers, weights, and biases. RBFN consists of a single hidden layer and a linear output layer. NN can have multiple hidden layers and a linear or non-linear output layer. Pros: RBFN is a universal approximator and it is easy to add more centers. Con: The bias is not unique.",In RBF first inputs are transformed to higer dimension using non linear transformation. This is based on unsupervised learning. Inputs are then learned using least square estimation which is an supervised learning. RBF is based on Covers theorem which states that there is higher probability that data will be linearly separable in higher dimension.,Poor,0.72,0.31,0.11,combined,ML,54
ML,Medium,Assume you want to binary classify linear separable data point using a perceptron. Write down the learning algorithm in pseudo code!,"Label the data with positive and negative (+/-) labels, initialize the weights randomly, apply (simplified) update rule: Dw = eta*x(n) if <= 0, repeat on all epochs till the weights don’t change much. The algorithm will converge as the data is linearly separable.",We use threshold function as activation function. if w.x + b >= 1 label class 1. else label class 0.,Poor,0.72,0.11,0.24,combined,ML,20
ML,Medium,What is XGBoost?,"XGBoost (Extreme Gradient Boosting) is a highly efficient gradient boosting implementation that builds trees sequentially, each correcting errors of previous trees. Key features: regularization (L1, L2), handling missing values, parallel processing, tree pruning using max_depth, learning rate (eta), and subsample. Consistently wins tabular data competitions. Faster than traditional gradient boosting.",XGBoost (Extreme Gradient Boosting) is a highly.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Hard,"You're launching a generative feature (e.g., an AI assistant suggestion) that changes user workflows. How would you design an A/B test to measure success, handle novelty effects, and ensure you capture long-term utility and harms?","Designing A/B tests for generative features requires careful metric selection, experiment duration planning, and monitoring for unintended consequences. --Metrics 1. Primary business metrics: task completion rate, time-to-task-completion, conversion or retention impact. 2. Safety/quality metrics: rate of flagged outputs, user-reported satisfaction, incidence of harmful suggestions. 3. Engagement metrics: feature usage frequency, session length (interpret cautiously). Experiment Design 1. Use ran",Designing A/B tests for generative features requires careful.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,Write down the SOM learning in pseudo code.,"Arrange the weights in the required topology according to the problem. Initialize the weights randomly such that all the weights are different. Sample the input from the input space. Similarity matching: match the input to a neuron in the topological lattice which becomes the winning neuron. Update the weights of the winning neuron and its neighbours determined by the neighbourhood function. Reduce the neighbourhood and decay the learning rate and share radius. If ordering and convergence are complete, stop. Else continue sampling from the input space.","Has three parts in it - Competition, Cooperation, Adaptation get input variable and choose amount of neurons to be more than amount of variables then run competition, where from the input neurons will be compiting to each other on choosing which fits the most after finding winning neuron change weight of neighbouring neuron only in cooperation weights of neighbouring neurons are adjusted to clusters in adaptation neurons are pulled to input variables to establish the classification",Poor,0.87,0.21,0.38,combined,ML,76
ML,Medium,"Describe how learning based on k-nearest neighbors works, use pseudo code!","Add the new data to the members of colored or classified old data, construct a sphere with k nearest data points, find the class or color which has the maximum vote and assign the new data to the class which has the maximum vote in an unsupervised manner.","Step1: We randomly place the n neurons. Step2: For each data point whichever neuron is closer to it, the datapoint is assigned to that neuron. Step3: Once all the datapoints are assigned, the mean of the datapoints attached to each neuron is calculated and the neuron is shifted to the mean value. Step4: Step 2 and 3 are done until there is no more shift in the neurons position. In this way the neurons are adjusted.",Poor,0.54,0.37,0.19,combined,ML,76
ML,Easy,What is regularization in machine learning?,Regularization adds a penalty to the loss function to reduce model complexity and prevent overfitting. L1 (Lasso) adds sum of absolute weights — produces sparse models by driving some weights to zero. L2 (Ridge) adds sum of squared weights — shrinks all weights but rarely to zero. Elastic Net combines both. Lambda controls regularization strength.,Regularization adds a penalty to the loss.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,What is PCA (Principal Component Analysis)?,"PCA reduces dimensionality by finding principal components — orthogonal directions of maximum variance. Steps: standardize data, compute covariance matrix, compute eigenvectors and eigenvalues, project data onto top-k eigenvectors. Explained variance ratio shows how much information each component captures. Used for visualization, noise reduction, and speeding up training.",PCA reduces dimensionality by finding principal components.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,Define: a hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow \ldots$,"For all 2^N possible binary labeling of every data, if a hypothesis h splits the positive data from the negative data with no error, then it means that the hypothesis h shatters the dataset A.",A hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow$ at least on possible combination of dataset $A$ can be classified by the hypothesis $h \in H$ with zero training error.,Poor,0.85,0.27,0.45,combined,ML,33
ML,Medium,Explain the Bias Variance Dilemma!,"Bias-variance dilemma is a principle supervised learning problem. The dilemma arises due to the variance of data and bias of model. When there is high bias, the model fits the training data perfectly but suffers from high variance, when the bias is low the variance reduces but the model doesn’t fit the data well. This dilemma makes the generalizability difficult to achieve.",High value of bias means netowrk is unable to learn the data whereas higher variance means its difficult to learn the training data successfully.,Poor,0.79,0.11,0.49,combined,ML,24
ML,Medium,How does a Reduced Boltzman Machine work (main idea)?,The reduced Boltzmann machine is a bi-parted graph which works by flipping the states of binary neurons based on a probability determined by the activation produced at the neuron. Neurons are arranged in a visible and a hidden layer in a recurrent fashion. There are two states involved called the clamped state in which the visible neuron is connected to the input and a free running state in which both layers run free.,the main idea of the RBM is compute the Least mean square error of the difference between expected output and real output.,Poor,0.53,0.07,0.08,combined,ML,22
ML,Hard,You have a limited compute budget and need to find good hyperparameters for a new model architecture. How do you approach this efficiently?,"Hyperparameter optimization is often the difference between ""this doesn't work"" and ""state-of-the-art results."" But it's also where teams burn enormous compute budgets. The key is being strategically lazy—don't search what you can transfer, don't tune what doesn't matter. --My Hierarchy of Approaches Level 1: Don't Search—Transfer Before searching anything, ask: Has someone tuned a similar model/task? Use their hyperparameters as starting point. Are there well-established defaults? (Adam lr=1e-4","Hyperparameter optimization is often the difference between ""this.",Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,How does a Reduced Boltzman Machine work (main idea)?,The reduced Boltzmann machine is a bi-parted graph which works by flipping the states of binary neurons based on a probability determined by the activation produced at the neuron. Neurons are arranged in a visible and a hidden layer in a recurrent fashion. There are two states involved called the clamped state in which the visible neuron is connected to the input and a free running state in which both layers run free.,It consists of only two layers: input and hidden layer. During training data is presented to the input. The hidden layer starts oscillating.,Poor,0.66,0.08,0.28,combined,ML,23
ML,Medium,Write down and explain the Widrow-Hoff learning rule!,The adjustment made to a synaptic weight of a neuron is proportional to the product of the error signal and the input signal of the synapse in question. The rule is derived from the steepest descent method.,"Windrow-Hoff rule is $$W{new}=x{input}*W{old}*(d{output}-y{output})*eta*a $$ where $W{new}=new weight,W{old}=old weight,d{output}=desired output,y{output}=actual output,x{input}=input, eta=learning rate, a=learning constant$",Poor,0.37,0.32,0.07,combined,ML,15
ML,Medium,Explain the Bias Variance Dilemma!,"Bias-variance dilemma is a principle supervised learning problem. The dilemma arises due to the variance of data and bias of model. When there is high bias, the model fits the training data perfectly but suffers from high variance, when the bias is low the variance reduces but the model doesn’t fit the data well. This dilemma makes the generalizability difficult to achieve.",Bias is used to affine transform of $u$. It helps to shift the classifier line. $$v=u+b$$,Poor,0.6,0.05,0.1,combined,ML,16
ML,Easy,What is the bias-variance tradeoff?,"Bias is error from wrong assumptions — high bias models are too simple and underfit. Variance is error from sensitivity to small fluctuations — high variance models overfit. The tradeoff: reducing bias increases variance and vice versa. Optimal model balances both. Regularization, ensemble methods, and cross-validation help manage this tradeoff.",Bias is error from wrong assumptions —.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,"Describe how learning based on k-nearest neighbors works, use pseudo code!","Add the new data to the members of colored or classified old data, construct a sphere with k nearest data points, find the class or color which has the maximum vote and assign the new data to the class which has the maximum vote in an unsupervised manner.",$N$ number of clusters. Given sample data select $N$ different cluster centers by random. Assign all sample points to the closest cluster repeat until no further change: - recalucate the cluster centers - Assign all sample points to the closest cluster,Poor,0.67,0.28,0.17,combined,ML,41
ML,Hard,"Your company's data lake has grown to petabytes, but data quality issues are causing model failures and business decisions based on bad data. How do you approach data quality and governance at scale?",Data quality at scale isn't about perfection—it's about systematic identification and mitigation of quality issues before they break downstream systems. The goal is reliable data that enables confident decision-making. --Data Quality Framework 1. Define Quality Dimensions Quality isn't one thing—it's multiple dimensions: Accuracy: Data correctly represents real-world facts Completeness: All required data is present Consistency: Data is consistent across sources/systems Timeliness: Data is availa,Data quality at scale isn't about perfection—it's about.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,What is logistic regression?,"Logistic regression is a classification algorithm despite the name. It applies a sigmoid function to a linear combination of features, outputting probabilities between 0 and 1. Decision boundary at 0.5 probability. Trained by maximizing log-likelihood or minimizing cross-entropy loss using gradient descent. Can be regularized with L1 or L2 penalty.",Logistic regression is a classification algorithm despite.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Easy,"What is precision, recall, and F1 score?","Precision = TP/(TP+FP) — of all predicted positives, how many are actually positive. Recall = TP/(TP+FN) — of all actual positives, how many did we catch. F1 = 2*(Precision*Recall)/(Precision+Recall) — harmonic mean balancing both. Use precision when false positives are costly (spam filter). Use recall when false negatives are costly (cancer detection).",Precision = TP/(TP+FP) — of all predicted.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,Define: a hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow \ldots$,"For all 2^N possible binary labeling of every data, if a hypothesis h splits the positive data from the negative data with no error, then it means that the hypothesis h shatters the dataset A.","We say that a hypothesis h shatters a dataset A, iff the h produces a zero training error for certain data set A. In other words, we say that a hypothesis h shatters a dataset A, when h separates data A in two classes without erorr.",Poor,0.89,0.32,0.52,combined,ML,46
ML,Medium,Write down the SOM learning in pseudo code.,"Arrange the weights in the required topology according to the problem. Initialize the weights randomly such that all the weights are different. Sample the input from the input space. Similarity matching: match the input to a neuron in the topological lattice which becomes the winning neuron. Update the weights of the winning neuron and its neighbours determined by the neighbourhood function. Reduce the neighbourhood and decay the learning rate and share radius. If ordering and convergence are complete, stop. Else continue sampling from the input space.",- Find the winning neuron - Find the neighbors of the winning neuron.,Poor,0.63,0.03,0.23,combined,ML,13
ML,Medium,What are activation functions and why are they needed?,"Activation functions introduce non-linearity allowing neural networks to learn complex patterns. Without them networks would be equivalent to linear regression. ReLU (max(0,x)) is most common — avoids vanishing gradient. Sigmoid (output 0-1) used in binary classification output. Tanh (output -1 to 1). Softmax converts logits to probabilities for multiclass output.",Activation functions introduce non-linearity allowing neural networks.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,Explain the Bias Variance Dilemma!,"Bias-variance dilemma is a principle supervised learning problem. The dilemma arises due to the variance of data and bias of model. When there is high bias, the model fits the training data perfectly but suffers from high variance, when the bias is low the variance reduces but the model doesn’t fit the data well. This dilemma makes the generalizability difficult to achieve.",Bias Variance dilemma is coming from the fact that you can not have both at the same time. Your network can not be equally great at outputing with extremely high accuracy extremely hight amount of variables. Therefore you need to find balance between the two that suits needs of your neural network.,Poor,0.77,0.17,0.3,combined,ML,52
ML,Hard,"You're tasked with setting up training infrastructure for a team that will be running hundreds of experiments per month. What does your ideal training pipeline look like, and what are the critical decisions?","A good training pipeline isn't just about running jobs—it's about enabling fast iteration while maintaining reproducibility and cost efficiency. Here's how I'd think through the design: --Core Components 1. Experiment Tracking Every run needs to capture: Hyperparameters (learning rate, batch size, architecture choices) Data version (what exact dataset was used) Code version (git commit hash) Metrics over time (loss curves, eval metrics) Artifacts (checkpoints, final model) Without this, you can'",A good training pipeline isn't just about running.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,What is cross-validation and why is it important?,"K-fold cross-validation splits data into K folds, trains on K-1 and validates on one, repeated K times. Gives reliable generalization estimate and reduces variance from single train-test split.",Cross-validation tests the model on different parts of the data.,Poor,0.0,0.0,0.0,handmade,ML,10
ML,Hard,What is the vanishing gradient problem?,"In deep networks, gradients become exponentially small as they propagate backward through many layers. Saturating activation functions like sigmoid and tanh cause this — their gradients approach zero at extremes. Solutions: use ReLU activation, batch normalization, residual connections (skip connections in ResNet), gradient clipping, better weight initialization (He, Xavier).","In deep networks, gradients become exponentially small.",Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Hard,"Many annotation sources are noisy or weak. Describe methods to model label noise, combine weak supervision signals, and still produce reliable metrics and models for production.","Noisy labels are common; the right approach combines probabilistic modeling of noise, aggregation strategies, and robust evaluation. --Modeling & Aggregation 1. Use label-modeling frameworks (e.g., Snorkel) to learn accuracies and correlations of weak sources and produce probabilistic labels. 2. Calibrate and threshold probabilistic labels before training; consider training with label uncertainty via loss weighting. Robust Training Techniques 1. Noise-robust loss functions (e.g., generalized cro",Noisy labels are common; the right approach combines.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Hard,What is attention mechanism and transformers?,"Attention allows models to focus on relevant parts of the input when making predictions. Self-attention computes relationship between all positions in a sequence. Transformers use multi-head self-attention and feed-forward layers without recurrence. Trained in parallel unlike RNNs. Foundation of BERT and GPT. Key formula: Attention(Q,K,V) = softmax(QK^T/sqrt(d_k))V.",Attention allows models to focus on relevant.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,How does a Reduced Boltzman Machine work (main idea)?,The reduced Boltzmann machine is a bi-parted graph which works by flipping the states of binary neurons based on a probability determined by the activation produced at the neuron. Neurons are arranged in a visible and a hidden layer in a recurrent fashion. There are two states involved called the clamped state in which the visible neuron is connected to the input and a free running state in which both layers run free.,Neurons have to states e.g. on or off. Each neuron has a probability to flip from one state to another.,Poor,0.83,0.05,0.25,combined,ML,20
ML,Hard,Develop a deep learning model to analyze and interpret medical images.,"Use convolutional neural networks, pay attention to dataset quality and preprocessing, and handle class imbalances.","Use convolutional neural networks,.",Poor,0.3,0.1,0.15,combined,ML,4
ML,Medium,"What are three items to be learned for an RBF network? Difference to other NNs, Pros/cons?","Three items to be learned are centers, weights, and biases. RBFN consists of a single hidden layer and a linear output layer. NN can have multiple hidden layers and a linear or non-linear output layer. Pros: RBFN is a universal approximator and it is easy to add more centers. Con: The bias is not unique.",The three items that must be learned in RBFs are: - The center of the kernel - The size(standard deviation) of the kernel,Poor,0.59,0.09,0.2,combined,ML,23
ML,Medium,What is SVM (Support Vector Machine)?,"SVM finds the hyperplane that maximizes the margin between classes. Support vectors are the data points closest to the decision boundary. The kernel trick maps data to higher dimensions to find linear separators for non-linear data. Common kernels: linear, RBF, polynomial. C parameter controls regularization. SVMs work well in high-dimensional spaces.",SVM finds the hyperplane that maximizes the.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Hard,Create an AI that can play a complex board game at a competitive level.,"Implement advanced AI techniques like Monte Carlo Tree Search, deep learning, and reinforcement learning.",Implement advanced AI techniques.,Poor,0.3,0.1,0.15,combined,ML,4
ML,Hard,"You've completed a complex analysis with nuanced findings—some good news, some bad, some ""it depends."" The executive wants a clear recommendation in 5 minutes. How do you handle this?","This is the core challenge of data science in business: translating analytical complexity into actionable clarity without losing the truth. The key is hierarchical communication—lead with the decision, support with evidence, have depth ready if needed. --The Pyramid Principle Structure communication like a pyramid: Lead with the answer, then provide supporting evidence, then have details ready. --My 5-Minute Structure Opening (30 seconds): The Bottom Line ""Based on the analysis, I recommend we [",This is the core challenge of data science.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,"What are three items to be learned for an RBF network? Difference to other NNs, Pros/cons?","Three items to be learned are centers, weights, and biases. RBFN consists of a single hidden layer and a linear output layer. NN can have multiple hidden layers and a linear or non-linear output layer. Pros: RBFN is a universal approximator and it is easy to add more centers. Con: The bias is not unique.","The mean of the k clusters, the",Poor,0.35,0.02,0.06,combined,ML,7
ML,Medium,What is the difference between L1 and L2 regularization?,L1 (Lasso) penalizes the sum of absolute weight values. Produces sparse models by driving irrelevant feature weights exactly to zero — built-in feature selection. L2 (Ridge) penalizes the sum of squared weight values. Shrinks all weights toward zero but not exactly zero. L2 is differentiable everywhere making optimization easier. L1 works better when only few features are relevant.,L1 (Lasso) penalizes the sum of absolute.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Easy,What is the difference between supervised and unsupervised learning?,Supervised learning trains on labeled data to predict outputs. Unsupervised learning finds patterns in unlabeled data. Semi-supervised uses both.,"Supervised learning has labels, unsupervised does not.",Poor,0.0,0.0,0.0,handmade,ML,7
ML,Hard,How does a transformer model work?,"Transformers use self-attention to compute relationships between all positions in parallel. Multi-head attention runs in parallel with different projections. Positional encoding adds order information. Encoder for understanding, decoder for generation.",Transformers are neural networks used for NLP tasks.,Poor,0.0,0.0,0.0,handmade,ML,8
ML,Medium,What is a decision tree?,"A decision tree is a tree-like model where each internal node tests an attribute, each branch is an outcome, and each leaf is a class label or value. Uses information gain (ID3) or Gini impurity (CART) to select the best splits. Pros: interpretable, handles mixed data types. Cons: prone to overfitting, unstable with small data changes.",A decision tree is a tree-like model.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,Assume you want to binary classify linear separable data point using a perceptron. Write down the learning algorithm in pseudo code!,"Label the data with positive and negative (+/-) labels, initialize the weights randomly, apply (simplified) update rule: Dw = eta*x(n) if <= 0, repeat on all epochs till the weights don’t change much. The algorithm will converge as the data is linearly separable.","Define a bias in order to be able to trigger to which class data points will be classefied to. Assign initial randomly chosen weights, use a squashing function for example McCullon Pits, start training proccess and stop when error of output and desired output has reached desired percentage.",Poor,0.69,0.3,0.21,combined,ML,48
ML,Medium,Explain the Bias Variance Dilemma!,"Bias-variance dilemma is a principle supervised learning problem. The dilemma arises due to the variance of data and bias of model. When there is high bias, the model fits the training data perfectly but suffers from high variance, when the bias is low the variance reduces but the model doesn’t fit the data well. This dilemma makes the generalizability difficult to achieve.",+ One cannot optimize simultaneously the learning algorithm both for learning maximum variance in the data and learning localization which can be termed as bias.,Poor,0.73,0.11,0.27,combined,ML,25
ML,Medium,What is the difference between bagging and boosting?,"Bagging (Bootstrap Aggregating) trains models in parallel on random subsets of data and averages predictions. Reduces variance. Example: Random Forest. Boosting trains models sequentially where each model corrects errors of the previous one. Reduces bias. Examples: AdaBoost, Gradient Boosting, XGBoost. Boosting typically achieves higher accuracy but is more prone to overfitting.",Bagging (Bootstrap Aggregating) trains models in parallel.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,"Define: Echo State Network (ESN), how are they different to FF NNs?",Echo State Network is a type of Recurrent Neural Network and has at least one cyclic (feedback) connection. Only the weights of the output layers are updated while learning. ESN consists of feedback connections while a FF NN does not. ESN can approximate dynamic systems while FF NN cannot.,ESN are the RNN recurrent neural network which has at least one feedback cyle. FF NN are normally forward moving networks where the input from one layer is fed into next layer and generated the output . but IN ESN the out put is again fed back as input . ESN is tend to have Resvoir where its randomly connected.,Poor,0.85,0.24,0.53,combined,ML,60
ML,Medium,Define: a hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow \ldots$,"For all 2^N possible binary labeling of every data, if a hypothesis h splits the positive data from the negative data with no error, then it means that the hypothesis h shatters the dataset A.","A hypothesis h is model that separates a dataset consisting of {(xi , yi)} samples into positive and negative samples. h is said to shatter a given subset of a dataset if it can successfully separate at least one configuration of the subset of dataset.",Poor,0.81,0.36,0.48,combined,ML,45
ML,Medium,Assume you want to binary classify linear separable data point using a perceptron. Write down the learning algorithm in pseudo code!,"Label the data with positive and negative (+/-) labels, initialize the weights randomly, apply (simplified) update rule: Dw = eta*x(n) if <= 0, repeat on all epochs till the weights don’t change much. The algorithm will converge as the data is linearly separable.",1. Compute the initial weights for all input vector 2. Apply matrix multiplication from input to weight vector 3. Apply linear combiner 4. Apply activation function to produce the output 5. Compute the error 6. Update weights,Poor,0.74,0.25,0.29,combined,ML,37
ML,Medium,How does a Reduced Boltzman Machine work (main idea)?,The reduced Boltzmann machine is a bi-parted graph which works by flipping the states of binary neurons based on a probability determined by the activation produced at the neuron. Neurons are arranged in a visible and a hidden layer in a recurrent fashion. There are two states involved called the clamped state in which the visible neuron is connected to the input and a free running state in which both layers run free.,the binary state of each neuron is flipped by a given probability. Stochastical learning,Poor,0.79,0.06,0.27,combined,ML,14
ML,Medium,Describe: the structure on an CNN.,"Convolutional Neural Network consists of many layers such as a convolutional layer that has kernels which convolve over the input image, an activation layer (ReLU activation), pooling layer (max or average pooling), and one or more fully connected layers followed by softmax layer.",CNN is has multiple layers and they dont use multiplication matrix.,Poor,0.71,0.06,0.14,combined,ML,11
ML,Medium,What is Random Forest?,"Random Forest is an ensemble of decision trees trained on random subsets of data (bagging) with random feature selection at each split. Final prediction: majority vote (classification) or average (regression). Reduces overfitting compared to single trees. Feature importance can be computed. Robust to outliers and missing values. Key hyperparameters: n_estimators, max_depth, max_features.",Random Forest is an ensemble of decision.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Hard,"Explain how you would design a feature store and serving architecture to ensure training/serving consistency, low-latency feature access, and manageable feature evolution.","Feature consistency is a common source of production failures. The architecture should separate compute for offline feature materialization and online serving, and enforce clear APIs and lineage. --Core Components 1. Offline store: batch features materialized for training (parquet/warehouse) with timestamps and versioned feature tables. 2. Online store: low-latency key-value store (Redis, DynamoDB) for serving features at inference time. 3. Feature registry: central catalog with definitions, tra",Feature consistency is a common source of production.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Hard,What is a convolutional neural network (CNN)?,"CNNs are specialized neural networks for image processing. Key components: convolutional layers (apply learnable filters to detect features like edges, textures), pooling layers (reduce spatial dimensions, provide translation invariance), fully connected layers (classification). Feature maps capture spatial hierarchies. Used for image classification, object detection, and segmentation.",CNNs are specialized neural networks for image.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Hard,"The marketing team ran a promotional campaign and sales went up 15%. They want to claim the campaign caused the increase. What questions do you ask, and how do you assess whether the causal claim is valid?","This is the classic ""correlation vs. causation"" problem, but in a business context where people desperately want to claim causation. My job is to be the skeptic who helps us understand what we actually know. --The Key Question: What Would Have Happened Without the Campaign? Causal inference is fundamentally about counterfactuals. The campaign ""caused"" the 15% increase only if sales would have been 15% lower without it. We can never observe the counterfactual directly—but we can try to estimate i","This is the classic ""correlation vs. causation"" problem,.",Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Hard,"How do you ensure that a training pipeline is reproducible across developer machines, CI, and production, including data, code, and environment differences? Provide practical tooling and safeguards.","Reproducibility requires controlling three axes: code, data, and environment. Build deterministic pipelines, provenance tracking, and environment capture. --Practical Measures 1. Environment capture: containerize with pinned base images and explicit dependency manifests (`requirements.txt`, `pyproject.toml`, or `environment.yml`). 2. Data versioning: store dataset snapshots or use content-addressed storage; record dataset hashes with each experiment. 3. Deterministic training: fix random seeds, ","Reproducibility requires controlling three axes: code, data, and.",Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Hard,Your model is too large to fit on a single GPU. Walk me through the options for distributed training and how you'd choose between them.,"When a model exceeds single-GPU memory, you have three fundamental strategies—each with different trade-offs. The right choice depends on what is too large: the model, the batch, or both. --Understanding the Memory Breakdown First, understand what's consuming GPU memory: Scales With | -------------| Model size | Model size | Model size (2-8x parameters for Adam) | Batch size × model depth | For a 7B parameter model in float32: Parameters: ~28GB Gradients: ~28GB Adam optimizer states: ~56GB Total","When a model exceeds single-GPU memory, you have.",Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Hard,What is a ROC curve and AUC?,"ROC (Receiver Operating Characteristic) curve plots True Positive Rate vs False Positive Rate at different classification thresholds. AUC (Area Under Curve) measures overall model performance — 1.0 is perfect, 0.5 is random. AUC is threshold-independent and robust to class imbalance. Better than accuracy for imbalanced datasets. Higher AUC means better discrimination between classes.",ROC (Receiver Operating Characteristic) curve plots True.,Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,"Describe how learning based on k-nearest neighbors works, use pseudo code!","Add the new data to the members of colored or classified old data, construct a sphere with k nearest data points, find the class or color which has the maximum vote and assign the new data to the class which has the maximum vote in an unsupervised manner.",K-nearest neighbors basically works as follows 1) the they define randomly the cluster points . 2) clacluate the mean of the equlidian distance between the data points. here the points from the previous step acts as centrioids. 3) check the variance of the clusters. 4) repeat 1-2-3 till you get the proper clusters.,Poor,0.66,0.32,0.19,combined,ML,53
ML,Easy,What is overfitting and how do you prevent it?,"Overfitting is when a model learns training data too well including noise and fails on new data. Prevent with regularization, dropout, cross-validation, more data, and early stopping.",The model performs well on training but poorly on test data.,Poor,0.0,0.0,0.0,handmade,ML,11
ML,Hard,"Negative or null results are common but underreported. How would you design, run, and report experiments whose primary outcome is a negative result, while ensuring scientific rigor and useful lessons for the community?","Negative results are valuable when documented rigorously. The design should emphasize pre-registration, clear hypotheses, and reproducible artifacts so that the community benefits from what was learned. --Experimental Design 1. Pre-register hypotheses and experimental protocol, including datasets, metrics, and stopping rules. 2. Ensure sufficient statistical power to detect meaningful effects; report power analysis and confidence intervals. Execution & Reproducibility 1. Use deterministic seeds ",Negative results are valuable when documented rigorously. The.,Poor,0.08,0.08,0.05,github_aakriti,ML,8
ML,Medium,What is the curse of dimensionality?,"As the number of features increases, data becomes increasingly sparse in the feature space, making learning harder. Problems: exponentially more data needed for coverage, distance metrics lose meaning, models overfit easily, computational cost increases. Solutions: feature selection (remove irrelevant features), dimensionality reduction (PCA, autoencoders), regularization.","As the number of features increases, data.",Poor,0.07,0.07,0.05,ml_curated,ML,7
ML,Medium,Define: a hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow \ldots$,"For all 2^N possible binary labeling of every data, if a hypothesis h splits the positive data from the negative data with no error, then it means that the hypothesis h shatters the dataset A.",there exists an arrangement of these points in A sucht that for each possible combination of labels to these points the hypothesis h has zero training error,Poor,0.68,0.19,0.31,combined,ML,27
